post_id,user_id,timestamp,post_content,num_shares,num_reactions,source_link,sentiment_score,flagged,post_content_normalized,word_count,contains_link,emotion_intensity,hour_of_day,engagement_rate,suspicious_keyword_count,day_of_week
POST_0003,user_115,2025-09-26 23:38:02,Tried a new restaurant today and the food was incredible!,0,25,reuters.com,0.32,False,tried a new restaurant today and the food was incredible!,10,True,0.32,23,25,0,Friday
POST_0114,user_059,2025-09-28 02:00:47,Finished my first marathon today! Feeling accomplished. #blessed #grateful,12,84,UNKNOWN,0.7,False,finished my first marathon today! feeling accomplished. blessed grateful,9,False,0.7,2,96,0,Sunday
POST_0133,user_136,2025-09-18 05:18:45,Great concert last night. The band was fantastic.,27,17,bbc.com,0.78,False,great concert last night. the band was fantastic.,8,True,0.78,5,44,0,Thursday
POST_0292,user_085,2025-09-26 04:15:21,BANNED BY MAINSTREAM MEDIA! THE TRUTH THEY DON'T WANT YOU TO SEE!,916,614,conspiracy-truth.org,-0.45,True,banned by mainstream media! the truth they dont want you to see!,12,True,0.45,4,1530,1,Friday
POST_0160,user_085,2025-09-12 08:29:31,New blog post is up! Sharing my travel experiences from Japan.,18,37,bloomberg.com,0.87,False,new blog post is up! sharing my travel experiences from japan.,11,True,0.87,8,55,0,Friday
POST_0215,user_135,2025-09-29 14:25:56,So grateful for the support of my friends and family.,24,23,national-geographic.com,0.13,False,so grateful for the support of my friends and family.,10,True,0.13,14,47,0,Monday
POST_0123,user_139,2025-09-22 09:33:53,Supporting local businesses is always a good idea.,9,58,un.org,0.49,False,supporting local businesses is always a good idea.,8,True,0.49,9,67,0,Monday
POST_0185,user_076,2025-09-18 05:24:52,Congratulations to our team for winning the championship!,27,26,reuters.com,0.46,False,congratulations to our team for winning the championship!,8,True,0.46,5,53,0,Thursday
POST_0194,user_147,2025-09-20 05:37:42,Just finished reading an amazing book! Highly recommend it.,8,83,bbc.com,0.35,False,just finished reading an amazing book! highly recommend it.,9,True,0.35,5,91,0,Saturday
POST_0249,user_089,2025-10-09 11:28:31,Tried a new restaurant today and the food was incredible!,50,72,UNKNOWN,0.43,False,tried a new restaurant today and the food was incredible!,10,False,0.43,11,122,0,Thursday
POST_0156,user_130,2025-09-21 05:23:42,Congratulations to our team for winning the championship!,50,99,theguardian.com,0.83,False,congratulations to our team for winning the championship!,8,True,0.83,5,149,0,Sunday
POST_0221,user_102,2025-10-05 02:35:58,Weekend hike was breathtaking. Can’t wait to go back!,9,42,UNKNOWN,0.86,False,weekend hike was breathtaking. cant wait to go back!,9,False,0.86,2,51,0,Sunday
POST_0060,user_107,2025-09-09 21:39:33,Great concert last night. The band was fantastic.,24,79,nytimes.com,0.79,False,great concert last night. the band was fantastic.,8,True,0.79,21,103,0,Tuesday
POST_0079,user_135,2025-09-27 23:53:00,Proud of my little sister for graduating with honors!,12,42,UNKNOWN,0.24,False,proud of my little sister for graduating with honors!,9,False,0.24,23,54,0,Saturday
POST_0196,user_089,2025-09-13 08:26:44,Morning workout complete. Ready to start the day!,11,21,UNKNOWN,0.83,False,morning workout complete. ready to start the day!,8,False,0.83,8,32,0,Saturday
POST_0014,user_088,2025-09-12 00:13:17,Tried a new restaurant today and the food was incredible! #blessed #grateful,29,5,time.com,0.68,False,tried a new restaurant today and the food was incredible! blessed grateful,12,True,0.68,0,34,0,Friday
POST_0043,user_121,2025-09-15 21:39:05,Movie night with friends. Perfect way to end the week. #blessed #grateful,29,49,UNKNOWN,0.74,False,movie night with friends. perfect way to end the week. blessed grateful,12,False,0.74,21,78,0,Monday
POST_0096,user_141,2025-09-13 00:15:03,Beautiful sunset at the beach today. Nature is incredible.,44,67,UNKNOWN,0.88,False,beautiful sunset at the beach today. nature is incredible.,9,False,0.88,0,111,0,Saturday
POST_0286,user_138,2025-09-28 11:44:12,ALIENS HAVE BEEN LIVING AMONG US SINCE 1947 — SCIENTISTS CONFIRM!,211,454,banned-truth.info,-0.78,True,aliens have been living among us since 1947 scientists confirm!,10,True,0.78,11,665,0,Sunday
POST_0065,user_098,2025-09-17 04:03:00,Great concert last night. The band was fantastic. #blessed #grateful,5,65,UNKNOWN,0.53,False,great concert last night. the band was fantastic. blessed grateful,10,False,0.53,4,70,0,Wednesday
POST_0093,user_027,2025-10-05 20:07:33,Celebrating our anniversary today. Love you honey!,44,68,UNKNOWN,0.86,False,celebrating our anniversary today. love you honey!,7,False,0.86,20,112,0,Sunday
POST_0212,user_101,2025-09-28 14:39:26,Watching the stars tonight — feeling peaceful and blessed.,37,48,UNKNOWN,0.51,False,watching the stars tonight feeling peaceful and blessed.,8,False,0.51,14,85,0,Sunday
POST_0241,user_108,2025-09-20 03:15:02,Just finished a coding project I’ve been working on for weeks!,24,53,UNKNOWN,0.87,False,just finished a coding project ive been working on for weeks!,11,False,0.87,3,77,0,Saturday
POST_0259,user_126,2025-09-22 20:32:57,SCIENTISTS ADMIT THE EARTH IS ACTUALLY FLAT!,460,373,UNKNOWN,-0.52,True,scientists admit the earth is actually flat!,7,False,0.52,20,833,0,Monday
POST_0078,user_050,2025-09-18 18:33:41,Just adopted a cute puppy. Meet Max!,48,93,UNKNOWN,0.27,False,just adopted a cute puppy. meet max!,7,False,0.27,18,141,0,Thursday
POST_0177,user_093,2025-09-11 07:20:39,Weekend hike was breathtaking. Can’t wait to go back!,50,69,UNKNOWN,0.41,False,weekend hike was breathtaking. cant wait to go back!,9,False,0.41,7,119,0,Thursday
POST_0052,user_022,2025-09-18 07:28:47,Supporting local businesses is always a good idea.,39,47,UNKNOWN,0.86,False,supporting local businesses is always a good idea.,8,False,0.86,7,86,0,Thursday
POST_0186,user_091,2025-09-28 04:03:47,Supporting local businesses is always a good idea. #blessed #grateful,50,12,UNKNOWN,0.61,False,supporting local businesses is always a good idea. blessed grateful,10,False,0.61,4,62,0,Sunday
POST_0200,user_008,2025-09-10 16:27:56,Beautiful sunset at the beach today. Nature is incredible. #blessed #grateful,36,38,who.int,0.56,False,beautiful sunset at the beach today. nature is incredible. blessed grateful,11,True,0.56,16,74,0,Wednesday
POST_0230,user_050,2025-09-14 10:40:47,Finished my first marathon today! Feeling accomplished.,25,59,UNKNOWN,0.17,False,finished my first marathon today! feeling accomplished.,7,False,0.17,10,84,0,Sunday
POST_0113,user_145,2025-10-06 12:35:54,Movie night with friends. Perfect way to end the week.,3,82,un.org,0.82,False,movie night with friends. perfect way to end the week.,10,True,0.82,12,85,0,Monday
POST_0041,user_061,2025-10-05 20:37:58,Supporting local businesses is always a good idea.,11,57,UNKNOWN,0.69,False,supporting local businesses is always a good idea.,8,False,0.69,20,68,0,Sunday
POST_0032,user_081,2025-09-15 23:11:15,Family gathering this weekend was so much fun.,42,87,UNKNOWN,0.35,False,family gathering this weekend was so much fun.,8,False,0.35,23,129,0,Monday
POST_0005,user_097,2025-09-11 08:05:00,Morning workout complete. Ready to start the day!,40,84,reuters.com,0.56,False,morning workout complete. ready to start the day!,8,True,0.56,8,124,0,Thursday
POST_0228,user_086,2025-09-18 05:27:41,Watching the stars tonight — feeling peaceful and blessed.,33,68,wikipedia.org,0.78,False,watching the stars tonight feeling peaceful and blessed.,8,True,0.78,5,101,0,Thursday
POST_0219,user_124,2025-09-14 22:03:42,Learning to play the guitar — progress feels great!,19,33,scientificamerican.com,0.72,False,learning to play the guitar progress feels great!,8,True,0.72,22,52,0,Sunday
POST_0026,user_139,2025-10-04 14:52:06,Beautiful sunset at the beach today. Nature is incredible.,48,35,UNKNOWN,0.49,False,beautiful sunset at the beach today. nature is incredible.,9,False,0.49,14,83,0,Saturday
POST_0012,user_024,2025-10-02 16:41:14,Check out this recipe I tried today. It turned out delicious!,9,85,UNKNOWN,0.64,False,check out this recipe i tried today. it turned out delicious!,11,False,0.64,16,94,0,Thursday
POST_0013,user_098,2025-09-28 05:19:23,Watching the stars tonight — feeling peaceful and blessed.,35,6,bbc.com,0.65,False,watching the stars tonight feeling peaceful and blessed.,8,True,0.65,5,41,0,Sunday
POST_0088,user_140,2025-09-16 10:56:05,Family gathering this weekend was so much fun.,17,23,UNKNOWN,0.23,False,family gathering this weekend was so much fun.,8,False,0.23,10,40,0,Tuesday
POST_0203,user_082,2025-10-02 02:11:15,Watching the stars tonight — feeling peaceful and blessed.,48,52,UNKNOWN,0.18,False,watching the stars tonight feeling peaceful and blessed.,8,False,0.18,2,100,0,Thursday
POST_0145,user_125,2025-09-25 12:05:09,Happy birthday to my best friend! Hope you have a wonderful day.,14,55,nytimes.com,0.11,False,happy birthday to my best friend! hope you have a wonderful day.,12,True,0.11,12,69,0,Thursday
POST_0297,user_037,2025-09-25 03:12:45,BANNED by mainstream media! The truth they don't want you to see!,241,788,conspiracy-truth.org,-0.56,True,banned by mainstream media! the truth they dont want you to see!,12,True,0.56,3,1029,1,Thursday
POST_0243,user_077,2025-09-23 12:32:41,Just finished a coding project I’ve been working on for weeks!,27,73,UNKNOWN,0.28,False,just finished a coding project ive been working on for weeks!,11,False,0.28,12,100,0,Tuesday
POST_0141,user_090,2025-09-08 20:41:16,Finished my first marathon today! Feeling accomplished. #blessed #grateful,36,89,UNKNOWN,0.21,False,finished my first marathon today! feeling accomplished. blessed grateful,9,False,0.21,20,125,0,Monday
POST_0260,user_139,2025-09-28 16:19:09,BANNED BY MAINSTREAM MEDIA! THE TRUTH THEY DON'T WANT YOU TO SEE!,959,276,the-real-insider.net,-0.87,True,banned by mainstream media! the truth they dont want you to see!,12,True,0.87,16,1235,1,Sunday
POST_0073,user_069,2025-09-18 22:40:06,Morning workout complete. Ready to start the day!,5,40,national-geographic.com,0.7,False,morning workout complete. ready to start the day!,8,True,0.7,22,45,0,Thursday
POST_0252,user_024,2025-09-26 14:39:19,Morning workout complete. Ready to start the day! #blessed #grateful,3,39,UNKNOWN,0.58,False,morning workout complete. ready to start the day! blessed grateful,10,False,0.58,14,42,0,Friday
POST_0295,user_081,2025-09-28 03:25:32,NASA ADMITS THE MOON LANDING WAS FAKED ALL ALONG!,701,316,deepstateupdate.info,-0.58,True,nasa admits the moon landing was faked all along!,9,True,0.58,3,1017,0,Sunday
POST_0284,user_036,2025-09-29 00:01:23,THIS NATURAL CURE DESTROYS CANCER! BIG PHARMA DOESN'T WANT YOU TO KNOW!,774,357,fakehealthtips.org,-0.64,True,this natural cure destroys cancer! big pharma doesnt want you to know!,12,True,0.64,0,1131,1,Monday
POST_0055,user_028,2025-10-03 04:00:18,Just finished reading an amazing book! Highly recommend it. #blessed #grateful,44,71,UNKNOWN,0.55,False,just finished reading an amazing book! highly recommend it. blessed grateful,11,False,0.55,4,115,0,Friday
POST_0110,user_066,2025-09-22 23:28:07,Check out this recipe I tried today. It turned out delicious!,29,41,wikipedia.org,0.16,False,check out this recipe i tried today. it turned out delicious!,11,True,0.16,23,70,0,Monday
POST_0056,user_119,2025-09-30 07:21:45,Happy birthday to my best friend! Hope you have a wonderful day.,20,61,nasa.gov,0.81,False,happy birthday to my best friend! hope you have a wonderful day.,12,True,0.81,7,81,0,Tuesday
POST_0102,user_062,2025-09-27 03:01:01,Great concert last night. The band was fantastic. #blessed #grateful,49,57,UNKNOWN,0.7,False,great concert last night. the band was fantastic. blessed grateful,10,False,0.7,3,106,0,Saturday
POST_0256,user_128,2025-09-22 18:37:53,BREAKING NEWS: Celebrity died! (actually fake) Share now!,580,527,banned-truth.info,-0.68,True,breaking news celebrity died! actually fake share now!,8,True,0.68,18,1107,1,Monday
POST_0287,user_103,2025-10-09 01:36:34,Hidden message found in the new company logo — proof of global control!,208,210,UNKNOWN,-0.74,True,hidden message found in the new company logo proof of global control!,12,False,0.74,1,418,1,Thursday
POST_0092,user_114,2025-10-07 22:57:44,Proud of my little sister for graduating with honors!,27,86,bbc.com,0.48,False,proud of my little sister for graduating with honors!,9,True,0.48,22,113,0,Tuesday
POST_0275,user_027,2025-09-12 16:57:34,MIRACLE WEIGHT LOSS SECRET BANNED IN 5 COUNTRIES!,559,770,secret-revelations.org,-0.83,True,miracle weight loss secret banned in 5 countries!,8,True,0.83,16,1329,3,Friday
POST_0171,user_090,2025-10-07 15:12:10,Just adopted a cute puppy. Meet Max! #blessed #grateful,25,69,UNKNOWN,0.41,False,just adopted a cute puppy. meet max! blessed grateful,9,False,0.41,15,94,0,Tuesday
POST_0214,user_007,2025-09-28 06:02:48,Supporting local businesses is always a good idea. #blessed #grateful,50,79,UNKNOWN,0.68,False,supporting local businesses is always a good idea. blessed grateful,10,False,0.68,6,129,0,Sunday
POST_0118,user_037,2025-10-02 22:41:50,Morning workout complete. Ready to start the day! #blessed #grateful,46,91,un.org,0.74,False,morning workout complete. ready to start the day! blessed grateful,10,True,0.74,22,137,0,Thursday
POST_0198,user_021,2025-09-16 21:26:42,Amazing day volunteering at the local shelter. #blessed #grateful,17,21,forbes.com,0.53,False,amazing day volunteering at the local shelter. blessed grateful,9,True,0.53,21,38,0,Tuesday
POST_0211,user_086,2025-10-04 06:19:36,Beautiful sunset at the beach today. Nature is incredible.,9,82,wikipedia.org,0.36,False,beautiful sunset at the beach today. nature is incredible.,9,True,0.36,6,91,0,Saturday
POST_0288,user_149,2025-10-01 09:00:35,SCIENTISTS ADMIT THE EARTH IS ACTUALLY FLAT!,483,600,the-real-insider.net,-0.49,True,scientists admit the earth is actually flat!,7,True,0.49,9,1083,0,Wednesday
POST_0199,user_149,2025-09-12 20:28:46,Amazing day volunteering at the local shelter.,46,82,UNKNOWN,0.84,False,amazing day volunteering at the local shelter.,7,False,0.84,20,128,0,Friday
POST_0001,user_071,2025-09-15 21:54:54,New blog post is up! Sharing my travel experiences from Japan.,6,91,cnn.com,0.17,False,new blog post is up! sharing my travel experiences from japan.,11,True,0.17,21,97,0,Monday
POST_0257,user_057,2025-10-01 18:47:23,SHOCKING TRUTH ABOUT VACCINES THAT DOCTORS DON'T WANT YOU TO KNOW!,666,798,secret-revelations.org,-0.69,True,shocking truth about vaccines that doctors dont want you to know!,11,True,0.69,18,1464,1,Wednesday
POST_0084,user_116,2025-10-08 05:06:02,Just finished a coding project I’ve been working on for weeks!,37,59,UNKNOWN,0.6,False,just finished a coding project ive been working on for weeks!,11,False,0.6,5,96,0,Wednesday
POST_0125,user_092,2025-09-10 03:03:19,Weekend hike was breathtaking. Can’t wait to go back!,7,63,UNKNOWN,0.27,False,weekend hike was breathtaking. cant wait to go back!,9,False,0.27,3,70,0,Wednesday
POST_0117,user_070,2025-10-04 20:03:05,Just planted some vegetables in my garden.,30,42,reuters.com,0.74,False,just planted some vegetables in my garden.,7,True,0.74,20,72,0,Saturday
POST_0095,user_119,2025-09-21 15:58:40,Weekend hike was breathtaking. Can’t wait to go back! #blessed #grateful,23,84,bloomberg.com,0.45,False,weekend hike was breathtaking. cant wait to go back! blessed grateful,11,True,0.45,15,107,0,Sunday
POST_0178,user_100,2025-09-19 23:33:08,Proud of my little sister for graduating with honors!,22,13,UNKNOWN,0.69,False,proud of my little sister for graduating with honors!,9,False,0.69,23,35,0,Friday
POST_0266,user_098,2025-09-21 08:16:10,SHOCKING truth about vaccines that doctors don't want you to know!,752,209,clickbait-central.com,-0.55,True,shocking truth about vaccines that doctors dont want you to know!,11,True,0.55,8,961,1,Sunday
POST_0192,user_082,2025-09-30 02:31:11,Congratulations to our team for winning the championship! #blessed #grateful,35,74,UNKNOWN,0.34,False,congratulations to our team for winning the championship! blessed grateful,10,False,0.34,2,109,0,Tuesday
POST_0253,user_049,2025-10-04 09:32:49,Beautiful sunset at the beach today. Nature is incredible. #blessed #grateful,35,32,UNKNOWN,0.8,False,beautiful sunset at the beach today. nature is incredible. blessed grateful,11,False,0.8,9,67,0,Saturday
POST_0104,user_085,2025-10-05 18:42:01,Amazing day volunteering at the local shelter. #blessed #grateful,28,17,UNKNOWN,0.47,False,amazing day volunteering at the local shelter. blessed grateful,9,False,0.47,18,45,0,Sunday
POST_0024,user_104,2025-10-02 01:38:02,New blog post is up! Sharing my travel experiences from Japan.,6,36,UNKNOWN,0.53,False,new blog post is up! sharing my travel experiences from japan.,11,False,0.53,1,42,0,Thursday
POST_0197,user_133,2025-09-12 23:56:17,Beautiful sunset at the beach today. Nature is incredible. #blessed #grateful,20,95,UNKNOWN,0.86,False,beautiful sunset at the beach today. nature is incredible. blessed grateful,11,False,0.86,23,115,0,Friday
POST_0204,user_069,2025-09-22 21:55:13,Just adopted a cute puppy. Meet Max!,3,42,un.org,0.59,False,just adopted a cute puppy. meet max!,7,True,0.59,21,45,0,Monday
POST_0163,user_135,2025-09-11 11:28:34,Supporting local businesses is always a good idea. #blessed #grateful,32,51,UNKNOWN,0.35,False,supporting local businesses is always a good idea. blessed grateful,10,False,0.35,11,83,0,Thursday
POST_0020,user_133,2025-09-22 18:01:21,New blog post is up! Sharing my travel experiences from Japan.,4,48,UNKNOWN,0.54,False,new blog post is up! sharing my travel experiences from japan.,11,False,0.54,18,52,0,Monday
POST_0116,user_034,2025-09-11 00:06:54,So grateful for the support of my friends and family.,26,27,UNKNOWN,0.73,False,so grateful for the support of my friends and family.,10,False,0.73,0,53,0,Thursday
POST_0097,user_041,2025-09-18 07:46:42,Watching the stars tonight — feeling peaceful and blessed. #blessed #grateful,26,16,UNKNOWN,0.77,False,watching the stars tonight feeling peaceful and blessed. blessed grateful,10,False,0.77,7,42,0,Thursday
POST_0107,user_074,2025-09-16 13:51:34,Just adopted a cute puppy. Meet Max!,6,86,bbc.com,0.45,False,just adopted a cute puppy. meet max!,7,True,0.45,13,92,0,Tuesday
POST_0161,user_086,2025-09-11 09:28:16,Watching the stars tonight — feeling peaceful and blessed. #blessed #grateful,22,44,nasa.gov,0.63,False,watching the stars tonight feeling peaceful and blessed. blessed grateful,10,True,0.63,9,66,0,Thursday
POST_0069,user_051,2025-09-11 09:31:00,Movie night with friends. Perfect way to end the week.,40,36,UNKNOWN,0.72,False,movie night with friends. perfect way to end the week.,10,False,0.72,9,76,0,Thursday
POST_0162,user_022,2025-09-18 08:10:48,Check out this recipe I tried today. It turned out delicious!,50,47,bloomberg.com,0.66,False,check out this recipe i tried today. it turned out delicious!,11,True,0.66,8,97,0,Thursday
POST_0299,user_125,2025-09-12 21:38:31,MIRACLE WEIGHT LOSS SECRET BANNED IN 5 COUNTRIES!,675,717,secret-revelations.org,-0.42,True,miracle weight loss secret banned in 5 countries!,8,True,0.42,21,1392,3,Friday
POST_0037,user_014,2025-09-11 11:14:00,Loving the new coffee shop downtown. Great atmosphere. #blessed #grateful,17,10,UNKNOWN,0.72,False,loving the new coffee shop downtown. great atmosphere. blessed grateful,10,False,0.72,11,27,0,Thursday
POST_0126,user_006,2025-09-10 01:01:15,New blog post is up! Sharing my travel experiences from Japan.,50,77,UNKNOWN,0.76,False,new blog post is up! sharing my travel experiences from japan.,11,False,0.76,1,127,0,Wednesday
POST_0101,user_039,2025-09-23 08:16:29,Weekend hike was breathtaking. Can’t wait to go back!,21,75,nature.com,0.46,False,weekend hike was breathtaking. cant wait to go back!,9,True,0.46,8,96,0,Tuesday
POST_0251,user_107,2025-09-26 06:54:31,Beautiful sunset at the beach today. Nature is incredible.,15,37,UNKNOWN,0.62,False,beautiful sunset at the beach today. nature is incredible.,9,False,0.62,6,52,0,Friday
POST_0216,user_005,2025-09-23 01:12:16,Learning to play the guitar — progress feels great!,26,93,UNKNOWN,0.5,False,learning to play the guitar progress feels great!,8,False,0.5,1,119,0,Tuesday
POST_0195,user_135,2025-09-22 04:38:43,Learning to play the guitar — progress feels great! #blessed #grateful,4,21,bloomberg.com,0.16,False,learning to play the guitar progress feels great! blessed grateful,10,True,0.16,4,25,0,Monday
POST_0234,user_057,2025-09-15 19:16:16,Finished my first marathon today! Feeling accomplished.,29,100,reuters.com,0.43,False,finished my first marathon today! feeling accomplished.,7,True,0.43,19,129,0,Monday
POST_0213,user_077,2025-09-23 15:09:28,Proud of my little sister for graduating with honors! #blessed #grateful,43,19,forbes.com,0.35,False,proud of my little sister for graduating with honors! blessed grateful,11,True,0.35,15,62,0,Tuesday
POST_0083,user_022,2025-09-15 18:21:55,So grateful for the support of my friends and family. #blessed #grateful,26,82,UNKNOWN,0.59,False,so grateful for the support of my friends and family. blessed grateful,12,False,0.59,18,108,0,Monday
POST_0183,user_103,2025-10-02 05:43:31,Just planted some vegetables in my garden.,21,28,UNKNOWN,0.5,False,just planted some vegetables in my garden.,7,False,0.5,5,49,0,Thursday
POST_0038,user_042,2025-10-02 05:21:52,New blog post is up! Sharing my travel experiences from Japan. #blessed #grateful,27,76,UNKNOWN,0.16,False,new blog post is up! sharing my travel experiences from japan. blessed grateful,13,False,0.16,5,103,0,Thursday
POST_0064,user_035,2025-10-06 04:57:10,Congratulations to our team for winning the championship!,16,53,UNKNOWN,0.46,False,congratulations to our team for winning the championship!,8,False,0.46,4,69,0,Monday
POST_0034,user_063,2025-09-19 23:56:35,Just planted some vegetables in my garden. #blessed #grateful,34,95,UNKNOWN,0.89,False,just planted some vegetables in my garden. blessed grateful,9,False,0.89,23,129,0,Friday
POST_0240,user_017,2025-09-25 16:46:04,Celebrating our anniversary today. Love you honey!,4,65,UNKNOWN,0.43,False,celebrating our anniversary today. love you honey!,7,False,0.43,16,69,0,Thursday
POST_0293,user_051,2025-09-23 09:13:31,This natural cure DESTROYS cancer! Big pharma doesn't want you to know!,104,419,UNKNOWN,-0.37,True,this natural cure destroys cancer! big pharma doesnt want you to know!,12,False,0.37,9,523,1,Tuesday
POST_0033,user_003,2025-09-23 10:22:13,Just finished a coding project I’ve been working on for weeks! #blessed #grateful,4,73,UNKNOWN,0.31,False,just finished a coding project ive been working on for weeks! blessed grateful,13,False,0.31,10,77,0,Tuesday
POST_0168,user_119,2025-10-03 00:35:31,So grateful for the support of my friends and family. #blessed #grateful,32,72,UNKNOWN,0.23,False,so grateful for the support of my friends and family. blessed grateful,12,False,0.23,0,104,0,Friday
POST_0222,user_114,2025-09-28 23:33:37,Congratulations to our team for winning the championship!,13,30,scientificamerican.com,0.85,False,congratulations to our team for winning the championship!,8,True,0.85,23,43,0,Sunday
POST_0071,user_004,2025-10-06 04:38:38,Amazing day volunteering at the local shelter.,6,60,bloomberg.com,0.81,False,amazing day volunteering at the local shelter.,7,True,0.81,4,66,0,Monday
POST_0016,user_139,2025-10-09 07:44:07,Just planted some vegetables in my garden. #blessed #grateful,38,46,UNKNOWN,0.19,False,just planted some vegetables in my garden. blessed grateful,9,False,0.19,7,84,0,Thursday
POST_0236,user_136,2025-10-01 01:51:05,Congratulations to our team for winning the championship!,36,19,UNKNOWN,0.54,False,congratulations to our team for winning the championship!,8,False,0.54,1,55,0,Wednesday
POST_0264,user_062,2025-09-15 10:19:23,URGENT! THIS MIRACLE REMEDY WILL CHANGE YOUR LIFE FOREVER!,934,562,UNKNOWN,-0.62,True,urgent! this miracle remedy will change your life forever!,9,False,0.62,10,1496,2,Monday
POST_0202,user_117,2025-09-11 12:49:17,Weekend hike was breathtaking. Can’t wait to go back!,28,58,UNKNOWN,0.26,False,weekend hike was breathtaking. cant wait to go back!,9,False,0.26,12,86,0,Thursday
POST_0193,user_045,2025-10-04 02:18:21,Excited to announce my new job at ABC Company! #blessed #grateful,7,30,national-geographic.com,0.73,False,excited to announce my new job at abc company! blessed grateful,11,True,0.73,2,37,0,Saturday
POST_0247,user_148,2025-09-19 09:24:56,Just adopted a cute puppy. Meet Max! #blessed #grateful,43,46,UNKNOWN,0.8,False,just adopted a cute puppy. meet max! blessed grateful,9,False,0.8,9,89,0,Friday
POST_0035,user_142,2025-09-18 11:53:03,New blog post is up! Sharing my travel experiences from Japan.,8,38,UNKNOWN,0.19,False,new blog post is up! sharing my travel experiences from japan.,11,False,0.19,11,46,0,Thursday
POST_0025,user_072,2025-09-22 22:42:06,Check out this recipe I tried today. It turned out delicious!,4,61,un.org,0.54,False,check out this recipe i tried today. it turned out delicious!,11,True,0.54,22,65,0,Monday
POST_0209,user_099,2025-09-25 05:34:42,Tried a new restaurant today and the food was incredible!,17,84,bbc.com,0.2,False,tried a new restaurant today and the food was incredible!,10,True,0.2,5,101,0,Thursday
POST_0174,user_136,2025-09-21 18:35:25,Check out this recipe I tried today. It turned out delicious!,15,43,UNKNOWN,0.29,False,check out this recipe i tried today. it turned out delicious!,11,False,0.29,18,58,0,Sunday
POST_0277,user_144,2025-10-06 22:22:40,Cure for diabetes found but kept secret for profit!,273,589,UNKNOWN,-0.71,True,cure for diabetes found but kept secret for profit!,9,False,0.71,22,862,2,Monday
POST_0132,user_021,2025-09-19 09:55:11,Morning workout complete. Ready to start the day!,8,40,forbes.com,0.54,False,morning workout complete. ready to start the day!,8,True,0.54,9,48,0,Friday
POST_0268,user_012,2025-10-07 17:30:06,World leaders secretly meeting to control the weather!,387,756,fakenews-source.net,-0.77,True,world leaders secretly meeting to control the weather!,8,True,0.77,17,1143,1,Tuesday
POST_0244,user_071,2025-09-15 14:34:14,Morning workout complete. Ready to start the day!,2,89,UNKNOWN,0.71,False,morning workout complete. ready to start the day!,8,False,0.71,14,91,0,Monday
POST_0137,user_032,2025-09-22 02:41:49,Tried a new restaurant today and the food was incredible!,48,59,nasa.gov,0.14,False,tried a new restaurant today and the food was incredible!,10,True,0.14,2,107,0,Monday
POST_0149,user_084,2025-09-14 10:16:00,Movie night with friends. Perfect way to end the week.,44,51,UNKNOWN,0.78,False,movie night with friends. perfect way to end the week.,10,False,0.78,10,95,0,Sunday
POST_0150,user_103,2025-09-24 17:12:02,Just adopted a cute puppy. Meet Max!,19,100,UNKNOWN,0.37,False,just adopted a cute puppy. meet max!,7,False,0.37,17,119,0,Wednesday
POST_0166,user_043,2025-10-02 04:48:33,Excited to announce my new job at ABC Company!,23,91,theguardian.com,0.59,False,excited to announce my new job at abc company!,9,True,0.59,4,114,0,Thursday
POST_0298,user_045,2025-09-25 20:17:25,DRINKING LEMON WATER CAN INSTANTLY CURE COVID-19!,243,391,viral-hoax.net,-0.47,True,drinking lemon water can instantly cure covid19!,7,True,0.47,20,634,1,Thursday
POST_0144,user_109,2025-09-24 10:14:33,Loving the new coffee shop downtown. Great atmosphere.,17,32,bbc.com,0.38,False,loving the new coffee shop downtown. great atmosphere.,8,True,0.38,10,49,0,Wednesday
POST_0269,user_054,2025-09-26 19:34:59,Government conspiracy REVEALED! Wake up people!,829,607,shocking-news-daily.com,-0.79,True,government conspiracy revealed! wake up people!,6,True,0.79,19,1436,4,Friday
POST_0031,user_011,2025-09-27 17:12:49,Just adopted a cute puppy. Meet Max!,37,77,UNKNOWN,0.85,False,just adopted a cute puppy. meet max!,7,False,0.85,17,114,0,Saturday
POST_0265,user_118,2025-09-26 22:30:21,MIRACLE WEIGHT LOSS SECRET BANNED IN 5 COUNTRIES!,407,282,deepstateupdate.info,-0.45,True,miracle weight loss secret banned in 5 countries!,8,True,0.45,22,689,3,Friday
POST_0106,user_137,2025-09-21 01:26:52,Great concert last night. The band was fantastic. #blessed #grateful,48,67,nytimes.com,0.59,False,great concert last night. the band was fantastic. blessed grateful,10,True,0.59,1,115,0,Sunday
POST_0072,user_112,2025-09-14 14:19:48,Morning workout complete. Ready to start the day! #blessed #grateful,17,83,cnn.com,0.72,False,morning workout complete. ready to start the day! blessed grateful,10,True,0.72,14,100,0,Sunday
POST_0085,user_026,2025-10-08 21:26:20,Watching the stars tonight — feeling peaceful and blessed. #blessed #grateful,16,89,UNKNOWN,0.29,False,watching the stars tonight feeling peaceful and blessed. blessed grateful,10,False,0.29,21,105,0,Wednesday
POST_0220,user_126,2025-09-19 06:08:42,Learning to play the guitar — progress feels great!,50,97,UNKNOWN,0.2,False,learning to play the guitar progress feels great!,8,False,0.2,6,147,0,Friday
POST_0180,user_123,2025-09-28 20:37:15,Just finished a coding project I’ve been working on for weeks!,4,96,theguardian.com,0.13,False,just finished a coding project ive been working on for weeks!,11,True,0.13,20,100,0,Sunday
